ons_code,authority,region,sfa_2020,under_index_2020,ct_total_2020,nhb_2020,nhb_return_2020,rsdg_2020
E07000034,Chesterfield,EM,3.815050311,0.135211243,4.957577079,0.09503894,0,0
E07000225,Chichester,SE,2.251903868,0.090256668,8.975842473,1.585388315,0,0.189069032
E07000005,Chiltern,SE,0,0,0,0,0,0
E07000118,Chorley,NW,2.941049791,0.117877747,7.14775842,2.346212978,0,0
E07000048,Christchurch,SW,0,0,0,0,0,0
E09000001,City of London,L,22.95068855,0.668289614,7.17211092,0.848200002,0,0
E31000007,Cleveland Fire,NE,14.6892422,0.375354143,12.30674253,0,0,0
E07000071,Colchester,EE,4.326909577,0.17342323,12.5033377,3.602443334,0,0
E07000029,Copeland,NW,2.561430974,0.101075787,4.38202302,0.097609777,0,0.048384679
E07000150,Corby,EM,2.223971282,0.084750666,3.8061075,2.064711019,0,0
E06000052,Cornwall,SW,126.8968474,4.494420445,313.4106744,10.71496826,0,3.943039074
E07000079,Cotswold,SW,1.878315853,0.075283201,5.600631168,3.169266267,0,0.602433506
E08000026,Coventry,WM,98.25341126,3.241004726,141.3404929,4.857377595,0,0
E07000163,Craven,YH,1.485533689,0.059540428,4.00795857,0.564372431,0,0.279914173
E07000226,Crawley,SE,3.702996317,0.146009076,7.480747791,1.830770341,0,0
E09000008,Croydon,L,88.17085459,2.967704758,192.7260543,7.329031991,0,0
E10000006,Cumbria,NW,106.8954798,3.561088733,248.3470699,0.824284407,0,5.806272172
E07000096,Dacorum,EE,3.017135361,0.120927269,12.08596866,1.779235529,0,0
E06000005,Darlington,NE,26.52106673,0.918109841,52.17901891,1.285819045,0,0
E07000107,Dartford,SE,2.715907437,0.108854005,7.028563815,5.240070856,0,0
E07000151,Daventry,EM,2.117860921,0.084884205,5.390528598,3.694585643,0,0.185674292
E06000015,Derby,EM,70.44838085,2.313445921,102.5516145,1.261803044,0,0
E10000007,Derbyshire,EM,126.6120834,4.524030813,339.3538825,2.325987442,0,0
E07000035,Derbyshire Dales,EM,1.675104447,0.067138455,6.391395549,0.630789985,0,0.401178879
E31000010,Derbyshire Fire,EM,13.22261728,0.360046738,24.95819356,0,0,0
E10000008,Devon,SW,103.1968841,4.114259712,423.0952957,3.52636132,0,7.455311941
E31000011,Devon and Somerset Fire,SW,22.31883046,0.638474007,54.21282061,0,0,0.423723058
E08000017,Doncaster,YH,96.73415031,3.060786121,118.2478354,4.086239044,0,0
E10000009,Dorset,SW,0,0,0,0,0,0
E31000047,Dorset and Wiltshire Fire,SW,14.31111137,0.418992594,42.39672138,0,0,0.049132691
E06000059,Dorset Council,SW,44.3115966,1.776015896,251.5251397,3.034455558,0,2.358141298
E07000108,Dover,SE,3.76247521,0.148497628,7.503069528,1.733125069,0,0
E08000027,Dudley,WM,86.68783061,2.760585614,128.5913147,1.088851406,0,0
E06000047,Durham,NE,155.3724845,5.102248997,234.458277,7.563624604,0,0
E31000013,Durham Fire,NE,10.60279044,0.285489655,18.46652072,0,0,0
E09000009,Ealing,L,94.55142569,3.090380026,144.7798077,6.076246025,0,0
E07000009,East Cambridgeshire,EE,2.477865336,0.098841731,4.291220814,0.695237171,0,0.161605717
E07000040,East Devon,SW,2.667316123,0.106906458,8.82749598,3.646541963,0,0.225591626
E07000049,East Dorset,SW,0,0,0,0,0,0
E07000085,East Hampshire,SE,1.895720554,0.075980784,6.831342963,3.344857061,0,0
E07000242,East Hertfordshire,EE,2.720517674,0.109038785,10.66684248,2.83192388,0,0
E07000137,East Lindsey,EM,7.080879124,0.246534169,6.60129309,1.185531772,0,0.664348792
E07000152,East Northamptonshire,EM,2.499753712,0.096589963,4.80433827,2.046395316,0,0.033698331
E06000011,East Riding of Yorkshire,YH,58.07848905,2.133432906,177.9743527,4.458992742,0,1.865533617
E07000193,East Staffordshire,WM,3.199303787,0.128228609,7.258881465,2.450006876,0,0
E07000244,East Suffolk,EE,7.252692809,0.277554037,15.0527319,2.302675298,0,0.248096654
E10000011,East Sussex,SE,78.61236812,3.008593439,300.8741883,0.760602135,0,0
E31000014,East Sussex Fire,SE,10.97157798,0.311165919,27.93090855,0,0,0
E07000061,Eastbourne,SE,3.652185889,0.146380196,8.771741106,0.3320256,0,0
E07000086,Eastleigh,SE,2.583611886,0.103551579,6.110251895,3.718237802,0,0
E07000030,Eden,NW,1.715639709,0.068763115,4.060148625,0.696902625,0,0.677638479
E07000207,Elmbridge,SE,2.328335828,0.093320073,14.7610964,0.864320305,0,0
E09000010,Enfield,L,91.73455063,2.972509676,133.275787,0.646246489,0,0
E07000072,Epping Forest,EE,3.330271324,0.133477809,8.343922356,1.077149887,0,0
E07000208,Epsom And Ewell,SE,1.419720233,0.056902615,6.713275869,0.385404913,0,0
E07000036,Erewash,EM,3.429598148,0.133231255,6.456563841,0.313210887,0,0
E10000012,Essex,EE,195.2344577,7.079609325,707.982849,4.825551116,0,0
E31000015,Essex Fire,EE,24.99214262,0.662092321,47.76826681,0,0,0
E07000041,Exeter,SW,4.501399527,0.165532357,5.9775474,2.489737721,0,0
E07000087,Fareham,SE,1.928611787,0.07729907,7.196867546,0.702087853,0,0
E07000010,Fenland,EE,3.701877944,0.148371862,7.7656149,1.118634718,0,0
E07000112,Folkestone and Hythe,SE,3.732549273,0.149601173,10.495736,1.422421895,0,0
E07000201,Forest Heath,EE,0,0,0,0,0,0
E07000080,Forest of Dean,SW,2.618988442,0.103894702,5.391122044,0.819451119,0,0.125237105
E07000119,Fylde,NW,1.935326198,0.077568184,6.45594369,1.822412481,0,0
E08000037,Gateshead,NE,73.72556854,2.34345975,95.67064558,0.113508371,0,0
E07000173,Gedling,EM,3.076444188,0.123304376,6.283700318,0.382654419,0,0
E07000081,Gloucester,SW,3.791232776,0.148477871,7.939432634,0.976503143,0,0
E10000013,Gloucestershire,SW,83.94482874,3.036840211,313.4592909,2.82775759,0,0
E07000088,Gosport,SE,2.504930684,0.100398023,6.239272325,0.08547018,0,0
E07000109,Gravesham,SE,2.964812344,0.118830154,7.14432276,0.60301321,0,0
E07000145,Great Yarmouth,EE,5.902864786,0.153935111,4.835960984,0.372510385,0,0
-,Greater London Authority,L,1209.98236,43.28823172,1010.907181,0,0,0
E47000001,Greater Manchester Combined Authority,NW,50.58856405,1.284030891,50.49393084,0,0,0
E31000040,Greater Manchester Fire,NW,0,0,0,0,0,0
E09000011,Greenwich,L,109.0454755,3.346161246,101.7214587,11.92762373,0,0
E07000209,Guildford,SE,2.928528816,0.117375904,10.19285963,0.851019253,0,0
E09000012,Hackney,L,146.3970736,4.450351879,87.7463515,7.551005815,0,0
E06000006,Halton,NW,45.59515804,1.447046784,52.1792763,2.207877704,0,0
E07000164,Hambleton,YH,2.178590944,0.083672231,4.265112672,1.630901069,0,0.628843225
E09000013,Hammersmith And Fulham,L,79.26602405,2.479193601,63.7858479,6.863617891,0,0
E10000014,Hampshire,SE,120.2537378,4.819789089,670.2147791,5.515584204,0,0
E31000048,Hampshire and Isle of Wight Fire and Rescue,SE,0,0,0,0,0,0
E31000017,Hampshire Fire,SE,21.89987877,0.583852195,44.49205003,0,0,0
E07000131,Harborough,EM,1.770574527,0.070964911,6.068201799,2.669571419,0,0.134300972
E09000014,Haringey,L,103.9823525,3.286142365,107.8053918,1.782368425,0,0
E07000073,Harlow,EE,3.118185796,0.124977387,7.63187418,1.065625738,0,0
E07000165,Harrogate,YH,3.742551885,0.15000208,15.59813998,1.717134647,0,0.240433802
E09000015,Harrow,L,41.26063803,1.590200941,133.4922942,3.715648905,0,0
E07000089,Hart,SE,1.382052647,0.055392892,7.269061252,2.376909026,0,0
E06000001,Hartlepool,NE,36.39546573,1.141921531,43.56863082,1.066502248,0,0
E07000062,Hastings,SE,4.823800976,0.153086874,7.09362366,0.199481997,0,0
E07000090,Havant,SE,3.347825285,0.134181374,8.64251636,0.902084058,0,0
E09000016,Havering,L,35.95576299,1.38507761,130.1042689,0.858579488,0,0
E31000018,Hereford and Worcester Fire,WM,7.756554805,0.227963795,24.30607098,0,0,0.109124885
E06000019,Herefordshire,WM,33.27551598,1.308250972,109.7524697,2.246121276,0,5.100664865
E10000015,Hertfordshire,EE,125.9837581,4.972447568,640.6890266,2.769745616,0,0
E07000098,Hertsmere,EE,2.722769321,0.109129031,7.638076728,1.321028291,0,0
E07000037,High Peak,EM,2.367714578,0.09489838,6.051538,0.647248555,0,0
E09000017,Hillingdon,L,53.98433769,1.892634664,120.7864546,3.739378341,0,0
E07000132,Hinckley And Bosworth,EM,2.684121818,0.104159443,5.259417494,1.642926086,0,0
E07000227,Horsham,SE,2.052135583,0.082249923,9.92265547,4.830600045,0,0.010192423
E09000018,Hounslow,L,58.95351394,1.976000126,109.9668599,5.568285193,0,0
E31000020,Humberside Fire,YH,20.12116372,0.512378333,23.81722055,0,0,0
E07000011,Huntingdonshire,EE,4.583583906,0.183710778,9.16851298,2.212496616,0,0.042596669
E07000120,Hyndburn,NW,5.16037008,0.144317222,5.24789296,0.095374358,0,0
E07000202,Ipswich,EE,4.357231764,0.174638548,14.34926664,0.412015393,0,0
E06000046,Isle of Wight,SE,37.28917898,1.313428789,89.54310224,0.665836263,0,0
E06000053,Isles of Scilly,SW,3.421309754,0.062190571,1.716718527,0.0007,0,0
E09000019,Islington,L,109.712436,3.416986514,98.76822805,5.269234167,0,0
E09000020,Kensington And Chelsea,L,62.83745392,2.113411182,89.89514261,0.782524233,0,0
E10000016,Kent,SE,197.5396448,7.530980277,749.4435234,6.430199863,0,0
E31000022,Kent Fire,SE,21.32506582,0.597319825,50.85839795,0,0,0
E07000153,Kettering,EM,2.524338944,0.10117591,6.7901934,2.198760452,0,0
E07000146,King's Lynn And West Norfolk,EE,6.115440514,0.220089211,7.502230101,0.898185396,0,0.462830137
E06000010,Kingston upon Hull,YH,105.9604999,3.269799119,89.20012738,2.507959533,0,0
E09000021,Kingston upon Thames,L,22.06499626,0.884368588,103.0011264,1.892936748,0,0
E08000034,Kirklees,YH,95.71128676,3.31377404,189.6754804,3.437737091,0,0
E08000011,Knowsley,NW,84.052536,2.500501748,56.76111405,2.096713295,0,0
E09000022,Lambeth,L,143.7351827,4.470054466,130.4305634,8.209280763,0,0
E10000017,Lancashire,NW,222.9087686,7.594341981,519.6478295,3.506492651,0,0
E31000023,Lancashire Fire,NW,24.20423875,0.628517656,31.44956705,0,0,0
E07000121,Lancaster,NW,5.939706003,0.229930323,9.672315,1.50198117,0,0
E08000035,Leeds,YH,186.6476442,6.350076821,335.2661424,9.419513996,0,0
E06000016,Leicester,EM,130.1960438,4.061181415,122.8445172,5.921807115,0,0
E10000018,Leicestershire,EM,61.87462438,2.479944865,319.3493937,3.746502975,0,0
E31000024,Leicestershire Fire,EM,13.32598415,0.361026612,22.3868667,0,0,0
E07000063,Lewes,SE,2.242861559,0.089894251,7.713050736,0.439215393,0,0
E09000023,Lewisham,L,123.1492044,3.813759443,118.4238169,6.176131805,0,0
E07000194,Lichfield,WM,2.11675238,0.084839775,7.028546261,1.770944814,0,0
E07000138,Lincoln,EM,3.836906885,0.152873291,6.91503516,0.77077563,0,0
E10000019,Lincolnshire,EM,131.9306272,4.467491368,311.6692483,2.09129172,0,6.934924458
E08000012,Liverpool,NW,229.8652667,7.082436374,187.053176,8.772359788,0,0
E06000032,Luton,EE,59.6137447,1.953301519,79.67107764,1.581186065,0,0
E07000110,Maidstone,SE,3.259828752,0.130654459,16.81710568,4.472244599,0,0
E07000074,Maldon,EE,1.532485766,0.061422275,5.07837792,0.897532627,0,0.030817525
E07000235,Malvern Hills,WM,1.828376353,0.073281617,5.1052335,1.752354605,0,0.227477192
E08000003,Manchester,NW,236.7379223,7.16502774,169.4367327,8.863930261,0,0
E07000174,Mansfield,EM,3.980144749,0.149580094,5.579228844,0.646507791,0,0
E06000035,Medway,SE,54.36549309,1.932432414,127.7615649,1.220863272,0,0
E07000133,Melton,EM,1.327630771,0.053211654,3.932037152,0.305208979,0,0.181709572
E07000187,Mendip,SW,2.906424759,0.11648997,6.904074528,1.765101293,0,0.243274047
E31000041,Merseyside Fire,NW,31.31511976,0.807054134,30.3034836,0,0,0
E09000024,Merton,L,41.11970709,1.441312383,97.38561624,1.43823807,0,0
E07000042,Mid Devon,SW,2.21307565,0.088700427,6.06481802,1.418188911,0,0.466695488
E07000203,Mid Suffolk,EE,2.274197513,0.091150201,6.296137064,1.612497939,0,0.432985054
E07000228,Mid Sussex,SE,2.142272693,0.085862633,10.51935934,3.266761668,0,0
E06000002,Middlesbrough,NE,58.17163166,1.844406319,58.68995147,1.331960144,0,0
E06000042,Milton Keynes,SE,52.06292217,1.862556716,123.9544204,6.673480066,0,0
E07000210,Mole Valley,SE,1.286210109,0.051551507,7.50243933,0.48385911,0,0
E07000091,New Forest,SE,3.997397752,0.160216343,12.75147364,0.285844063,0,0
E07000175,Newark And Sherwood,EM,3.761870206,0.147404255,7.017765286,1.740991868,0,0.03798275
E07000195,Newcastle-under-Lyme,WM,3.799513223,0.149740201,7.52002118,0.603646486,0,0
E08000021,Newcastle upon Tyne,NE,117.028506,3.622920194,115.186767,6.592393806,0,0
E09000025,Newham,L,148.2571912,4.467757024,85.75561989,14.97372328,0,0
E10000020,Norfolk,EE,194.4607829,6.213168342,423.7166701,2.934429138,0,3.981474788
E07000043,North Devon,SW,3.006787989,0.119869472,6.511165325,1.836817854,0,0.31019097
E07000050,North Dorset,SW,0,0,0,0,0,0
E07000038,North East Derbyshire,EM,2.801914391,0.112301178,5.929084845,0.823860235,0,0
E06000012,North East Lincolnshire,YH,48.87335702,1.592452325,70.51808521,0.303224971,0,0
E07000099,North Hertfordshire,EE,2.725952068,0.109256596,11.75170335,0.713174033,0,0
E07000139,North Kesteven,EM,3.11371957,0.12479838,6.395805,1.905697529,0,0.359516242
E06000013,North Lincolnshire,YH,39.36885546,1.329499318,76.24013611,0.414333075,0,0.205516169
E07000147,North Norfolk,EE,3.315024631,0.12926756,6.25440564,0.89219396,0,0.483771406
E06000061,North Northamptonshire,EM,0,0,0,0,0,0
E06000024,North Somerset,SW,33.95008772,1.273869488,113.5118409,1.770537818,0,0
E08000022,North Tyneside,NE,59.68127237,1.935924662,100.8858407,3.681105555,0,0
E07000218,North Warwickshire,WM,1.92165568,0.077020268,4.46570927,0.738475756,0,0
E07000134,North West Leicestershire,EM,2.4036173,0.096337367,5.9991141,3.410707107,0,0
E10000023,North Yorkshire,YH,67.7164208,2.714085002,321.7253356,2.030192898,0,8.284704416
E31000027,North Yorkshire Fire,YH,0,0,0,0,0,0
E31000027,"North Yorkshire Police, Fire and Crime Commissioner",YH,8.694419067,0.246681951,22.08131752,0,0,0.514658886
E07000154,Northampton,EM,6.831693762,0.273815381,16.01482509,2.42375476,0,0
E10000021,Northamptonshire,EM,94.49727672,3.471634712,321.056654,4.136968265,0,0
E31000028,"Northamptonshire Police, Fire and Crime Commissioner",EM,7.666274838,0.216442357,15.47811676,0,0,0
E06000057,Northumberland,NE,79.3652268,2.762105546,188.1950642,5.965092321,0,2.340251107
E07000148,Norwich,EE,6.202668114,0.239943202,9.96786814,0.692623303,0,0
E06000018,Nottingham,EM,122.32328,3.870884717,121.8077616,4.432493639,0,0
E10000024,Nottinghamshire,EM,115.9630159,4.364672968,388.634144,1.872821085,0,0
E31000030,Nottinghamshire Fire,EM,16.26865382,0.43472606,26.07995614,0,0,0
E07000219,Nuneaton And Bedworth,WM,3.691722834,0.147964843,9.168458024,1.621982759,0,0
E07000135,Oadby And Wigston,EM,1.542272436,0.061814526,4.02095475,0.140896658,0,0
E08000004,Oldham,NW,81.76484948,2.596882908,96.46558596,0.598264574,0,0
E07000178,Oxford,SE,6.259825118,0.250894794,14.40751536,0.6097052,0,0
E10000025,Oxfordshire,SE,71.95586623,2.884002655,391.4454497,4.137857727,0,0
E07000122,Pendle,NW,5.235335443,0.163181903,6.564591712,0.438682616,0,0
E06000031,Peterborough,EE,52.42417108,1.683813285,82.612713,4.700983105,0,0
E06000026,Plymouth,SW,68.02298003,2.338068876,117.4824088,3.423298754,0,0
E06000029,Poole,SW,0,0,0,0,0,0
E06000044,Portsmouth,SE,60.19066417,1.944728177,83.85460448,1.691862763,0,0
E07000123,Preston,NW,5.559584898,0.222829054,12.5458155,2.239726866,0,0
E07000051,Purbeck,SW,0,0,0,0,0,0
E06000038,Reading,SE,32.72540769,1.230259923,96.01485056,3.987854224,0,0
E09000026,Redbridge,L,63.8409329,2.141883943,124.4280752,1.554392303,0,0
E06000003,Redcar And Cleveland,NE,43.48701019,1.44511922,65.3516377,1.495665705,0,0
E07000236,Redditch,WM,2.206381868,0.088432139,6.415407475,0.926210517,0,0
E07000211,Reigate And Banstead,SE,2.385559731,0.095613616,14.21000085,1.788639559,0,0
E07000124,Ribble Valley,NW,1.354393236,0.054284298,3.67786487,1.77095162,0,0.1079206
E09000027,Richmond upon Thames,L,22.57382823,0.904762654,136.6245209,0.787322739,0,0
E07000166,Richmondshire,YH,1.504252978,0.060290701,4.395842,0.442687744,0,0.361884212
E08000005,Rochdale,NW,78.57991017,2.459222205,91.71557615,1.803910263,0,0
E07000075,Rochford,EE,1.737803948,0.069651461,7.511334228,0.497847352,0,0
E07000125,Rossendale,NW,2.179557794,0.087357026,5.71238705,0.301641747,0,0
E07000064,Rother,SE,2.375405345,0.095206627,7.705362906,0.247126195,0,0.06139937
E08000018,Rotherham,YH,79.29935546,2.573138497,111.2991011,1.187205297,0,0
E07000220,Rugby,WM,2.414359157,0.096767902,7.542518144,2.382202756,0,0
E07000212,Runnymede,SE,1.853501603,0.074288641,5.782883328,1.657919298,0,0
E07000176,Rushcliffe,EM,2.384323176,0.095564055,6.990525284,2.31108016,0,0
E07000092,Rushmoor,SE,2.380936224,0.095428306,6.704623184,1.168547557,0,0
E06000017,Rutland,EM,4.454453384,0.178535206,27.75516953,0.966674939,0,0.848495464
E07000167,Ryedale,YH,1.6386353,0.065676766,4.481033131,0.835083092,0,0.572209983
E08000006,Salford,NW,93.44295295,2.911123411,114.7279857,8.6911705,0,0
E08000028,Sandwell,WM,135.9649914,4.078595987,108.2577265,1.605773725,0,0
E07000168,Scarborough,YH,4.335796313,0.171786317,9.26091915,0.396623677,0,0.02072771
E07000188,Sedgemoor,SW,3.573239994,0.142399348,6.933038056,1.536482682,0,0
E08000014,Sefton,NW,76.89364516,2.602790209,138.6514323,0.421534462,0,0
E07000169,Selby,YH,2.45873579,0.098546525,5.86102458,2.533968931,0,0.135085949
E07000111,Sevenoaks,SE,2.304245235,0.092354518,11.26368968,1.249633284,0,0
E08000019,Sheffield,YH,182.2673937,5.802544439,227.3914595,5.928752207,0,0
E06000051,Shropshire,WM,57.29854729,2.047286483,163.9337338,8.366699409,0,6.614130947
E31000032,Shropshire Fire,WM,5.236216735,0.157172796,16.91539133,0,0,0.319825994
E06000039,Slough,SE,36.5036021,1.213685473,60.92095541,2.248586469,0,0
E08000029,Solihull,WM,32.81986707,1.210953121,109.445626,2.309966059,0,0
E10000027,Somerset,SW,74.47677221,2.73756689,257.29209,2.039428247,0,2.402640219
E07000246,Somerset West and Taunton,SW,3.917276406,0.1567468,9.322700985,3.253288795,0,0.241505918
E07000006,South Bucks,SE,0,0,0,0,0,0
E07000012,South Cambridgeshire,EE,2.647158758,0.106098547,9.562361456,2.767512159,0,0.130657019
E07000039,South Derbyshire,EM,2.523803601,0.101154453,5.70475752,4.262170422,0,0
E06000025,South Gloucestershire,SW,41.64521004,1.509661746,149.3133307,7.174508298,0,0
E07000044,South Hams,SW,1.928355888,0.077288813,6.56261857,1.199158681,0,0.408054773
E07000140,South Holland,EM,3.620862966,0.134097712,5.34395952,1.067191803,0,0.159188252
E07000141,South Kesteven,EM,3.669257758,0.147064439,7.839765814,1.813768591,0,0.294613266
E07000031,South Lakeland,NW,2.249144817,0.090146085,9.121392434,0.393105617,0,0.433544746
E07000149,South Norfolk,EE,3.121443173,0.125107943,7.75572252,4.522143434,0,0.285203349
E07000155,South Northamptonshire,EM,1.885812693,0.075583675,7.266585593,3.187391063,0,0.188615056
E07000179,South Oxfordshire,SE,2.604891694,0.104404477,7.30279464,2.747278211,0,0.042228879
E07000126,South Ribble,NW,2.346448145,0.094046018,8.053092788,0.66000459,0,0
E07000189,South Somerset,SW,3.667225832,0.146982999,10.44891858,1.60284022,0,0.166284259
E07000196,South Staffordshire,WM,2.442411425,0.094101816,4.615749006,0.348219734,0,0
E08000023,South Tyneside,NE,64.36589247,1.982389477,63.46423945,1.064427995,0,0
E31000042,South Yorkshire Fire,YH,24.08563831,0.628233618,26.91099045,0,0,0
E06000045,Southampton,SE,66.3184658,2.218621278,102.5346722,4.097897933,0,0
E06000033,Southend-on-Sea,EE,41.31632878,1.414610492,84.34733885,1.418950384,0,0
E09000028,Southwark,L,152.3170304,4.644052393,117.8490947,14.35852458,0,0
E07000213,Spelthorne,SE,1.928869461,0.077309397,8.21942925,0.551055736,0,0
E07000240,St Albans,EE,2.525057417,0.101204706,11.42651169,0.736862844,0,0
E07000204,St Edmundsbury,EE,0,0,0,0,0,0
E08000013,St. Helens,NW,57.02861994,1.852525887,78.60402,1.703304931,0,0
E07000197,Stafford,WM,2.824422879,0.113203322,7.686481689,3.230339775,0,0.025142892
E10000028,Staffordshire,WM,112.0573753,4.055792749,370.9772215,2.681610715,0,0
E31000033,Staffordshire Fire,WM,0,0,0,0,0,0
E07000198,Staffordshire Moorlands,WM,2.622426193,0.105107262,5.50770825,0.194891084,0,0.060452057
E31000033,"Staffordshire Police, Fire and Crime Commissioner",WM,14.36946571,0.38552216,27.25031834,0,0,0
E07000243,Stevenage,EE,2.572438762,0.103103758,5.988685499,0.784378461,0,0
E08000007,Stockport,NW,51.15860526,1.920465658,162.7178841,1.390063425,0,0
E06000004,Stockton-on-Tees,NE,44.74660732,1.589984702,94.21054648,2.933108626,0,0
E06000021,Stoke-on-Trent,WM,96.2235133,2.920553606,90.34433151,1.819193626,0,0
E07000221,Stratford-on-Avon,WM,2.470410954,0.099014467,8.157782892,5.328012414,0,0.299115041
E07000082,Stroud,SW,2.470163915,0.099004566,9.573048408,1.33079232,0,0
E10000029,Suffolk,EE,119.2491674,4.116423979,341.7791814,1.798241436,0,2.172430456
